market,model_filter,year_filter,detected_generation,year_applicability_status,vid,raw_text,vehicle_url,source_file
Australia (RHD),,,Y62,applies,189494,SAFARI | WAGON 2 ROW | VK56VD | UPPER | Australia (RHD) | Y62 | 11.2012 | 07.2013 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEKPi8yC29HWm5-TW8vPlJGZmF_DgEMDR8wA0tNfmp2cnBzNiENZ0lNSXhud2YgPTcKA21-fnhsdR8ZGlx5RR1dWBwGQTRRCWYMbXduHBBBTUFnb3UKDm96Hk1PUQtmf2h8GxIcQ1ssbWluemobEhxDWiwPeGodZRUeHggbUQIZHG95a39xQ0NTGlRNHQIZHGVXXVEUGRxaXk8cBkFdXxgbU01RXRwGQU0yahtDAAAAACkYIUM%3D%24&vid=189494&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189476,PATROL | VK56DE | SE | General/Asia (LHD) | Y62 | 01.2010 | WHEEL DRIVE:4WD; AREA:GOM | 5AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFzR1YnBREiEQMRJQFHRys_HxgGd3h1dGZJejI0BxMPCwkKT1h0HjA0MAEXDh9ZRE5zehcHFRIICWZgYyUAPGQkIWV_OE0ocB91FA4XZWk4NDgeFgxzdwQCZzQ2KHIfBhEFYmtlOiJVBg8KZG1gZXBHRU9jbGdkdx9yBEw0V21gZS81Yn1lOkZLEwEKZG1gZShrNDBhYh5wc2JrZTpzbDdifWZybGdndWRjJWJ9ZmMHC2dlAAAAAIiKgsc%3D%24&vid=189476&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189472,PATROL | VK56DE | SE | General/Asia (LHD) | Y62 | 06.2011 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 6MT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHM-OnjtZigjK-wm63G4JSAoKe5yMfKy9n2xY2LuKywtLa18OfLoY-Lj76osaDm-_HMxai4qq23ttnf3Jq_g9ubntrAh_KXz6DKq7Go2taHi4ehqbPMyLu92IuJl82gua663dTahZ3quby729Lf2s_4-vDc09jbyKDOt_OL6NLf2pCK3cLahfn0rL6129Lf2pfUi4_e3aHPzN3U2oXM04jdwtnG09jYytvcmt3C2dy4tNjaAAAAAARawI8%3D%24&vid=189472&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189474,PATROL | VK56DE | XE | General/Asia (LHD) | Y62 | 06.2011 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 6MT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFiVkcqFD8HYTsFNDskTjouDgkXZmlkZXdYayMlFgIeGhgbXkllDyElIRAGHw5IVV9iawYWBAMZGHdxcjQRLXU1MHRuKVw5YQ5kBR8GdHgpJSkPBx1iZhUTdiUnOWMOFwAUc3p0KzNEFxIVdXxxdGFWX15yfXZ1Zg5gGV0lRnxxdD4kc2x0K1daAhAbdXxxdDl6JSFwcw9hYnN6dCtifSZzbHdnfXZ2ZHVyNHNsd3IWGnZ0AAAAAFNnQls%3D%24&vid=189474&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189485,PATROL | VK56VD | PREMIUM | General/Asia (LHD) | Y62 | 09.2012 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 7AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEhFQQfeEpRXVthLSMyDXltTUpUJSonJjQbKGBmVUFdWVtYHQomTGJmYlNFXE0LFhwhKEVVR0BaWzQyMXdSbjZ2czctah96Ik0nRlxFNztqZmpMRF4hJURRNWZkeiBNVENXMDk3aHAHVFFWNj8yNyIVFApWX1xBXjA5N2hyByRTQTZOPjU1IzB6KTI3RFJAVFpoaHgxf2Y2KTI3Tnx2ej8yN3F1ZDctanVuPzI3eWF7cTVwZHpUXjdpAAAAANLWD0w%3D%24&vid=189485&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189467,PATROL | VK56DE | LE | General/Asia (LHD) | Y62 | 09.2012 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 5AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGiloe28eTYpKPkydabtPruzsnXpqmkpbeYq-Pl1sLe2tjbnomlz-Hl4dDG386IlZ-iq8bWxMPZ2LexsvTR7bX18LSu6Zz5oc6kxd_GtLjp5enPx92iptXTtuXn-aPO18DUs7q06_OE19LVtbyxtKGWi56yvba1ps6j1Z3lhryxtP7ks6y065eawtDbtbyxtPm65eGws8-horO6tOuiveazrLehpbq066qp-fW0rbCz0djrugAAAACbTGQ8%24&vid=189467&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189479,PATROL | VK56DE | XE | General/Asia (LHD) | Y62 | 09.2012 | WHEEL DRIVE:4WD; AREA:GOM | 6MT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwECNidDAHpHXkp5fnA5KlpObml3BgkEBRc4C0NFdmJ-enh7PikFb0FFQXBmf24oNT8CC2Z2ZGN5eBcRElRxTRVVUBQOSTxZAW4EZX9mFBhJRUlvZ30CBnVzFkVHWQNud2B0ExoUS1Mkd357FRwRFAE2Pz4SHRYVBm4AeT1FJhwRFF5EEwwUSzc6YnB7FRwRFFkaRUEQE28BAhMaFEsCHUYTDBcBAxoUSwoJWVUUDRATcXhLGgAAAAAvbxbF%24&vid=189479&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189478,PATROL | VK56DE | XE | General/Asia (LHD) | Y62 | 09.2012 | WHEEL DRIVE:4WD; AREA:GOM | 5AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFkUEFYIzgFPyAnaDo_MTwoCA8RYG9iY3FebSUjEAQYHB4dWE9jCScjJxYAGQhOU1lkbQAQAgUfHnF3dDIXK3MzNnJoL1o_ZwhiAxkAcn4vIy8JARtkYBMVcCMhP2UIEQYSdXxyLTVCERgdc3p3cmdQWVh0e3BzYAhlE1sjQHp3cjgidWpyLVFcBBYdc3p3cj98Iyd2dQlnZHV8ci1keyB1anFnZnxyLWxvPzNya3Z1Fx4tfAAAAAANZvIi%24&vid=189478&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189490,PATROL | VK56VD | SE | General/Asia (LHD) | Y62 | 09.2012 | WHEEL DRIVE:4WD; AREA:GOM | 7AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFDd2ZrCRkhIBVHGkVnEhsPLyg2R0hFRFZ5SgIENyM_Ozk6f2hELgAEADEnPi9pdH5DSic3JSI4OVZQUxUwDFQUEVVPCH0YQC9FJD4nVVkIBAguJjxDRyYzVwQGGEIvNiE1UltVChJlNj86VF1QVUB3dX9TXFdURy9ANHwEZ11QVR8FUk1VCnZ7IzE6VF1QVRhbBABRUi5AQ1JbVQpDXAdSTVZAQ1tVCktIGBRVTFFSMDkKWwAAAAClKUrH%24&vid=189490&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189483,PATROL | VK56VD | PREMIUM C GRADE | General/Asia (LHD) | Y62 | 10.2013 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 7AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHr387wrL23iJWzloXK5bOnh4Ce7-Dt7P7R4qqsn4uXk5GS18DshqisqJmPlofB3Nbr4o-fjYqQkf74-72YpPy8uf3noNWw6IftjJaP_fGgrKCGjpTr746b_6yusOqHnomd-vP9orrNnpuc_PX4_ejf3sD2m_3y-frpgrfPxvuF8_77sav_uq6wiZmNn5T68_2i4-H74v_8gO7t_6yusLy-qfzj-O3srK6wtKq2uvvi___HwrCkAAAAAKQ4fMA%3D%24&vid=189483&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189469,PATROL | VK56DE | PREMIUM C GRADE | General/Asia (LHD) | Y62 | 10.2013 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 5AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFHc2JUJBMEXzsWERN_bx8LKywyQ0xBQFJ9TgYAMyc7Pz0-e2xAKgQABDUjOittcHpHTiMzISY8PVJUVxE0CFAQFVFLDHkcRCtBIDojUV0MAAwqIjhHQzA2UwACHEYrMiUxVl9RDhZhMjcwUFlUUURzcmxaN1FeVVZFLhljalcpX1JXHQdTFgIcJTUhMzhWX1EOT01XTlNQLEJBUwACHBASBVBPVEFDAAIcGAYaFldOU1NrbhwIAAAAAH1Rncc%3D%24&vid=189469&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189484,PATROL | VK56VD | PREMIUM M GRADE | General/Asia (LHD) | Y62 | 10.2013 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 7AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFBdWRAOD9YHhBHOCJIYRkNLSo0RUpHRlR7SAAGNSE9OTs4fWpGLAIGAjMlPC1rdnxBSCU1JyA6O1RSURcyDlYWE1dNCn8aQi1HJjwlV1sKBgosJD5BRSQxVQYEGkAtNCM3UFlXCBBnNDE2Vl9SV0J1dGpcP1dYU1BDKB1lbFEvWVRRGwFVEAQaIzMnNT5QWVcISUtRSFVWKkRHVQYEGhYUA1ZJUkdEBgQaHgAcEFFIVVVtaBoOAAAAAG5jIxI%3D%24&vid=189484&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189473,PATROL | VK56DE | XE | General/Asia (LHD) | Y62 | 10.2013 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 5AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGQpLW518bHx9DI5pOtvMjc_PvllJuWl4WqmdHX5PDs6OrprLuX_dPX0-L07fy6p62QmfTk9vHr6oWDgMbj34fHwoac267Lk_yW9-30horb19v99e-QlOfhhNfVy5H85fLmgYiG2cG25eDnh46DhpOkrayAj4SHlPyR56_XtI6DhszWgZ6G2aWo8OLph46DhsuI19OCgf2TkIGIhtmQj9SBnoWTm4iG2Ziby8eGn4KB4-rZiAAAAAD5vkgE%24&vid=189473&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189470,PATROL | VK56DE | PREMIUM | General/Asia (LHD) | Y62 | 10.2013 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | 5AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwESJjdbF0IeZHR7SVE3EEpefnlnFhkUFQcoG1NVZnJuamhrLjkVf1FVUWB2b344JS8SG3ZmdHNpaAcBAkRhXQVFQAQeWSxJEX4UdW92BAhZVVl_d20SFmVjBlVXSRN-Z3BkAwoEW0M0Z2JlBQwBBBEmJzllbG9ybQMKBFtBNBVgcgV9DQYGEANJGgEEd2FzZ2lbW0sCTFUFGgEEfU9FSQwBBEJGVwQeWUVbDAEESlJIQgZDV0lnbQRaAAAAAKenO38%3D%24&vid=189470&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189491,PATROL | VK56VD | UPPER | General/Asia (LHD) | Y62 | 10.2013 | WHEEL DRIVE:4WD; AREA:PRC | 7AT | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGsmIm7q9zUyMnP_s-AhPTgwMfZqKeqq7mWpe3r2MzQ1NbVkIerwe_r797I0cCGm5GspcjYys3X1rm_vPrf47v7_rqg55L3r8Cqy9HIurbn6-fBydOsqMncuOvp963A2c7avbS65f2Kzs3bu7K_uq-YnIXO2sq7sr-6rJj-lMq9xbW-vfHu5fP1vM_Zy9_Surbn67jtvaK5vMauqOXl9bz6_u-8pbir_uX1vPLq8Pq9orrljpm84gAAAACluTyF%24&vid=189491&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189486,PATROL | VK56VD | PREMIUM | General/Asia (LHD) | Y62 | 01.2010 | 06.2011 | WHEEL DRIVE:4WD; AREA:MIDDLE AND NEAR EAST | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFabn9tXlk4CBs9CAlXSAIWNjEvXlFcXU9gUxsdLjomIiAjZnFdNxkdGSg-JzZwbWdaUz4uPDshIE9JSgwpFU0NCExWEWQBWTZcPSc-TEARHRE3PyVaXj8qTh0fAVs2LzgsS0JMEwt8LyotTURJTFlub3EtJCc6JUtCTBMJfF8oOk01RU5OWEsBUklMPyk7LyETEwNKBB1NUklMNQcNAURJTAoOH0xWEQkPSEsDHQENTFYRHWQkSxMAAAAAugJp0A%3D%3D%24&vid=189486&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189475,PATROL | VK56DE | LE | General/Asia (LHD) | Y62 | 01.2010 | 06.2011 | WHEEL DRIVE:4WD; AREA:GOM | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFbb350WiAoATMmFxh2ZwMXNzAuX1BdXE5hUhocLzsnIyEiZ3BcNhgcGCk_JjdxbGZbUj8vPTogIU5ISw0oFEwMCU1XEGUAWDddPCY_TUEQHBA2PiRbXywqTxweAFo3LjktSkNNEgp9LiciTEVITVhvcmdLRE9MXzdaLGQcf0VITQcdSlVNEm5jOykiTEVITQBDHBhJSjZYW0pDTRJbRB9KVU5cRE9PXUxLDUpVTksvI09NAAAAAKbC6Sw%3D%24&vid=189475&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189477,PATROL | VK56DE | SE | General/Asia (LHD) | Y62 | 06.2011 | 09.2012 | WHEEL DRIVE:4WD; AREA:GOM | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGEsKG53PT5iPzQ59_XitzI6O_xgI-Cg5G-jcXD8OT4_P79uK-D6cfDx_bg-eius7mEjeDw4uX__pGXlNL3y5PT1pKIz7rfh-iC4_ngkp7Pw8_p4fuEgPP1kMPB34Xo8ebylZySzdWi8fj9k5qXkoewsriUm5CTgOiG_7vDoJqXktjClYqSzbG85Pb9k5qXkt-cw8eWlemHhJWcks2Em8CVipGPm5CQgpOU0pWKkZTw_JCSAAAAAD4aPTA%3D%24&vid=189477&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
General/Asia (LHD),,,Y62,applies,189488,PATROL | VK56VD | LE | General/Asia (LHD) | Y62 | 06.2011 | 09.2012 | WHEEL DRIVE:4WD; AREA:GOM | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFoXE0nPy9obDQEGC9KfjAkBAMdbGNub31SYSkvHAgUEBIRVENvBSsvKxoMFQRCX1VoYQwcDgkTEn17eD4bJ38_On5kI1YzawRuDxUMfnIjLyMFDRdobA0YfC8tM2kEHQoeeXB-ITlOHRQRf3Z7fmtcQVR4d3x_bARrH1cvTHZ7fjQueWZ-IV1QCBoRf3Z7fjNwLyt6eQVraHlwfiFodyx5Zn1ra3B-IWBjMz9-Z3p5GxIhcAAAAACcbDRm%24&vid=189488&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_all_generations_discovery.json
