market,model_filter,year_filter,detected_generation,year_applicability_status,vid,raw_text,vehicle_url,source_file
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202206,SAFARI | HARDTOP | TB48DE | AD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD 5PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFYbH1THgEIBAINLgtFbAAUNDMtXFNeX01iURkfLDgkICIhZHNfNRsfGyo8JTRyb2VYUT8sLCo-J01LSA4rF08PCk5UE2YDWzQnT0ZLTlxsaWNeUygoSEdMTABibC9JQE1IXzNcYBJnPURZPUhHTEwGYmAuSUBNSF0zI2cffEZLTgQeSVZOEW1gOCohT0ZLTgNAHxtKSTVbW0lAThFYRxxJVk1bWVxCEx9MGAIIT1BLTil_H1wAAAAAw7PvYg%3D%3D%24&vid=202206&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202208,SAFARI | HARDTOP | TB48DE | ADLTD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD 5PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGLv66G8_XV0c2N0eu4jdPH5-D-j4CNjJ6xgsrM_-v38_Hyt6CM5sjMyPnv9uehvLaLguz___nt9J6Ym934xJzc2Z2HwLXQiOf0nJWYnY-_urCNgPv7m5Sfn9Oxv_yak56bjOCPs8G07peK7puUn5_VsbP99Ov6m5Sfn9axv-2a4pKZmtbJwtTSm-j-7Pj1nZHAzJ_KmoWem-GJjMLC0pvd2cibgp-M0tzemZrSzNDcnYfAzLX1msIAAAAACLjisQ%3D%3D%24&vid=202208&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202209,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD 5PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF-SlttIyl9KQMOC3wmKyYyEhULenV4eWtEdz85Ch4CBgQHQlV5Ez05PQwaAxJUSUN-dxkKCgwYAWttbigNMWkpLGhyNUAlfRIBaWBtaHpKT0V4dQ4ObmFqaiZESglvZmtueRV6RjRBG2J_G25hamogRFQYCWhnbG98F1RPJRFhamklOWhyNTlXDR8LBm5hamp4aCV2bWgSenxoZDU5Yio7aHFsfHtwOTslIT8jL253ampSVyUxAAAAAIz1QVQ%3D%24&vid=202209&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202210,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD 5PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH3w9LflbGvq6CqoPnd06-7m5yC8_zx8OLN_rawg5eLj42Oy9zwmrSwtIWTipvdwMr3_pCDg4WRiOLk56GEuOCgpeH7vMms9JuI4Onk4fPDxszx_IeH5-jj46_Nw4Dm7-Ln8Jzzz73Ikuv2kufo4-Opzd2RgOHu5eb1ntHGrJjo4-CssOH7vLDehJaCj-fo4-Px4az_5OGb8_Xh7byw66Oy4fjl9fL3sLKsqLaqpuf-4-Pb3qy4AAAAAObPGdM%3D%24&vid=202210&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202207,SAFARI | HARDTOP | TB48DE | ADLTD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD 5PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGXo7KW14nb9M_O85eYv8_b-_zik5yRkIKtntbQ4_fr7-3uq7yQ-tTQ1OXz6vu9oKqXnvDj4-Xx6IKEh8Hk2IDAxYGb3KnMlPvogImEgZOjpqyRnOfnh4iDg8-to-CGj4KHkPyTr92o8ouW8oeIg4PJra_h6Pfmh4iDg8qtr_GG_o6FhsrV3sjOh_Ti8OTpgY3c0IPWhpmCh_2VkN7ezofBxdSHnoOQzsHChYbO0MzAgZvc0Knpht4AAAAACKEP5Q%3D%3D%24&vid=202207&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202212,SAFARI | HARDTOP | TB48DE | AD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD FACING(9710-0912) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwE2AhMKZ09FbTZPUGQCEm56Wl1DMj0wMSMMP3dxQlZKTkxPCh0xW3VxdURSS1ocAQs2P1FCQkRQSSMlJmBFeSFhZCA6fQhtNVpJISglIDICBw0wPUZGJikiIm4MAkEnLiMmMV0yDnwJU0EgLyQnN18cF20oJSA1W0hWIgB_byZsdiE-JSBQHAEOSScuIyZocSJnc21dMzMhKCUgZTslbT4lMzE0KSIiMCEmYCc4IyZCTiIgAAAAAHPLRBI%3D%24&vid=202212&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202213,SAFARI | HARDTOP | TB48DE | ADLTD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD FACING(9710-0912) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF6Tl9NCTs9KgsmCid_RiI2FhEPfnF8fW9Aczs9DhoGAgADRlF9Fzk9OQgeBxZQTUd6cx0ODggcBW9paiwJNW0tKGx2MUQheRYFbWRpbH5OS0F8cQoKamVubiJATg1rYm9qfRF-QjBFHw1sY2hrexNQW08cDWxjaGt4E1BLIRVlbm0hPWx2MT1TCRsPAmplbm58bCFyaWwWfnhsYDE9Zi4_bHVoeHx_PT8hJTsnK2pzbm5WUyE1AAAAAN1LZ1o%3D%24&vid=202213&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202214,SAFARI | HARDTOP | TB48DE | ADLTD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD FACING(9710-0912) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH6zt-3i6X7tYawi5zi0qK2lpGP_vH8_e_A87u9jpqGgoCDxtH9l7m9uYieh5bQzcf6852Ojoiche_p6qyJte2tqOz2scSh-ZaF7eTp7P7Oy8H88YqK6uXu7qLAzo3r4u_q_ZH-wrDFn43s4-jr-5PQ28-cjezj6Ov4k9zLoZXl7u2hvez2sb3TiZuPgurl7u787KHy6eyW_vjs4LG95q6_7PXo-Pz-vb-hpbunq-rz7u7W06G1AAAAALXzPJk%3D%24&vid=202214&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202216,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD FACING(9710-0912) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHc6PnPrdib2KDC0YHB-ISQsLep2Nfa28nm1Z2bqLygpKal4PfbsZ-bn664obD26-Hc1buoqK66o8nPzIqvk8uLjsrQl-KH37Cjy8LPytjo7efa16yszMPIyITm6KvNxMnM27fY5JbjuavKxc7N3bXk7eHMw8jL2LClvpXkic7NgZ3M1cjI5_j3r6LKxc7NhZmVg4XMtt7YzMPIyNLf08zVyNjf2cTKldTXh4vK087Nr6aVxAAAAACDr4zZ%24&vid=202216&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202217,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2NDSIDE 8PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwG3g5L55NTu4NW9y86tpe_729zCs7yxsKKNvvbww9fLz83Oi5yw2vTw9MXTytudgIq3vtDDw8XRyKKkp-HE-KDg5aG7_InstNvIoKmkobODhoyxvMfHp6ijo--Ng8Cmr6KnsNyzj_2dzKu70qeoo6PpjZ3RwKGupaa13p2G7Nioo6Ds8KG7_PCexNbCz6eoo6Oxoey_pKHbs7Whrfzwq-PyobiltbK48PLs6Pbq5qe-o6Obnuz4AAAAAHkRxiI%3D%24&vid=202217&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202218,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2NDSIDE 8PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwExBRQbYEh0Y3UvX183YGl9XVpENTo3NiQLOHB2RVFNSUtIDRo2XHJ2ckNVTF0bBgwxOFZFRUNXTiQiIWdCfiZmYyc9eg9qMl1OJi8iJzUFAAo3OkFBIS4lJWkLBUYgKSQhNlo1CXsbSi09VCEuJSVvCxtXRicoIyAzWBcAal4uJSZqdic9enYYQlBESSEuJSU3J2o5IiddNTMnK3p2LWV0Jz4jMzQwdnRqbnBsYCE4JSUdGGp-AAAAALFtVZI%3D%24&vid=202218&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202219,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND SIDE FACING(9710-0912 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEkEAElXiNTPGxjJVECeXxoSE9RIC8iIzEeLWVjUERYXF5dGA8jSWdjZ1ZAWUgOExkkLUNQUFZCWzE3NHJXazNzdjIobxp_J0hbMzo3MiAQFR8iL1RUNDswMHweEFM1PDE0I08gHG4OX1NVMzo3MicQEglSNTwxNCFPUxtjADo3MnhiNSoybREcRFZdMzo3Mn88Y2c2NUknJzU8Mm0kO2A1KjEnJik-b2MwZH50Myw3MlUDYyAAAAAAZV9Bsg%3D%3D%24&vid=202219&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202220,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND SIDE FACING(9710-0912 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFEcGFHTyIvJSdEHhhGShwIKC8xQE9CQ1F-TQUDMCQ4PD49eG9DKQcDBzYgOShuc3lETSMwMDYiO1FXVBI3C1MTFlJID3ofRyg7U1pXUkBwdX9CTzQ0VFtQUBx-cDNVXFFUQy9AfA5uPzM1U1pXUkdwcmkyVVxRVEEvP3sDYFpXUhgCVUpSDXF8JDY9U1pXUh9cAwdWVSlHR1VcUg1EWwBVSlFHRkdeDwNQBB4UU0xXUjVjA0AAAAAA4IwGgw%3D%3D%24&vid=202220&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202215,SAFARI | HARDTOP | TB48DE | STD | General/Asia (LHD) | Y61 | 06.2011 | AREA:MIDDLE EAST AREA; SEAT TYPE:2ND FWD FACING(9710-0912) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFgVEUhYDEkNDk3Eyd4TDgsDAsVZGtmZ3VaaSEnFAAcGBoZXEtnDSMnIxIEHQxKV11gaQcUFBIGH3VzcDYTL3c3MnZsK147Ywwfd35zdmRUUVtmaxAQcH90dDhaVBdxeHVwZwtkWCpfBRd2eXJxYQlYUV1wf3R3ZAwVAilYNXJxPSFwaXR0W0RLEx52eXJxOSUpPzlwCmJkcH90dG5jb3BpdGRja3h2KWhrOzd2b3JxExopeAAAAAD9X9Fg%24&vid=202215&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202620,SAFARI | HARDTOP | ZD30DDTI | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:2ND FWD FACING(9710-0912) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGZrbzX5ML_-9-c68S9scHV9fLsnZKfnoyjkNje7fnl4ePgpbKe9Nre2uv95PWzrqSZkP7t7ev_5oyKic_q1o7Oy4-V0qfCmvXmjoeKj52tpqSYmuno_-OPg9Le0_Tt6OKJho2NxqPS-IXr---IgY_Qyb_q7o-Ai4ib8L-owvaGjY7C3o-V0t6w6vjs4YmGjY2fj8KRio_1nZuPg9Lehc3cj5aLk5mD0t6N2cPJjpGKj-i-3p0AAAAAanzzIw%3D%3D%24&vid=202620&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202617,SAFARI | HARDTOP | ZD30DDTI | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:2ND FWD 5PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHq3s_YqLq2p6-pm5PRt7KmhoGf7uHs7f_Q46utnoqWkpCT1sHth6mtqZiOl4bA3dfq442enpiMlf_5-ryZpf29uPzmodSx6YaV_fT5_O7e1dfr6ZqbjJD88KGtoIeem5H69f7-tdChi_aYiPfsjv6tr7Hthp-b-vX-_rfQ3oz7g_P4-7eoo7Wz-omfjZmU_PChrf6r--T_-oDo7aOjs_q8uKn64_7ltaOz-rSstrz75PyjyN_6pAAAAADjWK7z%24&vid=202617&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202618,SAFARI | HARDTOP | ZD30DDTI | GR | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:2ND FWD 5PASSENGER(0912-) | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFjV0ZzGzpjAhM2FQ9iQzsvDwgWZ2hlZHZZaiIkFwMfGxkaX0hkDiAkIBEHHg9JVF5jagQXFxEFHHZwczUQLHQ0MXVvKF04YA8cdH1wdWdXXF5iYBMSBRl1eSgkKQ4XEhhzfHd3PFkoAn8RAX5lB3ckJjhkDxAEc3x3dz5ZVwVyCnpxcj4hKjw6cwAWBBAddXkoJHcicm12cwlhZCoqOnM1MSBzandsPSo6cz0lPzVybXUqQVZzLQAAAAAnquNi%24&vid=202618&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
General/Asia (LHD),SAFARI,1979,Y61,verification_required_year_filter_mismatch,202178,SAFARI | HARDTOP | TB45E | AD | General/Asia (LHD) | Y61 | 12.2009 | 06.2011 | ,https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHJ_ezFsIqkiozOuZ3R7ZGFpaK8zcLPztzzwIiOvam1sbOw9eLOpIqOiruttKXj_vTJwK69vbuvttza2Z-6ht6em9_FgveSyqW23tfa3839-PLPz7je19rfzP3h9dnW3d7Ppc-sjern1M-t3tfa38r97fTZ1t3ezaWwq4DxnNvYlIjZwN3d8u3iurff0NvYkIyAlpDZo8vN2dbd3cfKxtnA3cXJ1t3dz97Zn9jH3Nm9sd3fAAAAACoSO6Y%3D%24&vid=202178&q=,C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json
