body_style,catalog_market,catalog_scope,detail_status,engine,filter_model,grade_or_frame,market,model_code,name,options,production_from,production_to,source_url,vehicle_url,verification_note
PICKUP,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFTZ3ZOJVgiCzYMIAJiYwsfPzgmV1hVVEZpWhIUJzMvKykqb3hUPhAUECE3Lj95ZG5TWjQnJyE1LEZAQwUgHEQEAUVfGG0IUD8zRE1ARVdnZW5SU0VKQUJUOnxuCE1ARVI-LTNLfgIITUBFUz4sKCt_FHdNQEUPFUJdRRpmazMhKkRNQEUISxQQQUJWUFFCS0UaU0wXQl1GU1VLRRpbWAgERVxBQiY3GksAAAAAP4nVTw%3D%3D%24&vid=209290&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHd6fjmlYnRkYm2q4_j24WRsbao2dbb2sjn1Jyaqb2hpaek4fbasJ6anq-5oLH36uDd1Lqpqa-7osjOzYuuksqKj8vRluOG3rG9ysPOy9np6-Dc3b3Kw87L2On8_M3CycrbsaS_mP6RzcLJytqxpaT4_4aywsnKhprL0Zaa9K68qKXNwsnJ28uG1c7L2dney8eWmsGJmMvSz9_cx5aayZ2HjcrVzsuq5JrZAAAAAP-ihSs%3D%24&vid=209293&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
HARDTOP 3 SEATER,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHG8uPp2YGlmrK4vZ2Z0J6Kqq2zws3AwdP8z4eBsqa6vry_-u3Bq4WBhbSiu6rs8fvGz6GysrSgudPV1pC1idGRlNDKjfidxaq6p9qmwdKBg53GqqG3x8bQ3I2BjKuxqtHY1dDE8u7r2rPH0djV0MXy8Pe7p6bRqdnS0sTXnc7V0KO1p7O9j4-f1piB0c7V0MGbk53Y1dCWkoPQyo2Rk9TXn4GdkdDKjYH-ptePAAAAAOAja2M%3D%24&vid=201270&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP A-CHASSIS,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,P40,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGqno-F2c7O7P7S6N7svPLmxsHfrqGsrb-Qo-vt3srW0tDTloGtx-nt6djO18aAnZeqo83e3tjM1b-5uvzZ5b39-Lym4ZTxqcbKsdm7srzj_YzIra69tLm8r56Li7q1vr2sxtPI74nnurW-va3G0tOPiPHFtb698e28puHtg9nL39K6tb6-rLzxorm8rq6pvLDh7bb-77yluKuosOHtvurw-r2iubzdk-2uAAAAAFAHQl4%3D%24&vid=209726&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEWIjMJSn17e1BXVhVOR05aen1jEh0QEQMsH1dRYnZqbmxvKj0Re1VRVWRya3o8ISsWH3FiYmRwaQMFBkBlWQFBRAAaXShNFXp1AQgFABIiP10cBw4DBhZ9ZCVRQwQHFnxpcQxmSVFDBAcXfGhqbGdfLkMEB0tXBh8CAi0yPWVoAA8EB09TX0lPBhQUEwYJAgIYFRkGHwIRHAkCAhABBkAHGAMGZHACAAAAAAAAW7d7%24&vid=212732&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH4zN3xvYOB-qebhafD8qC0lJON_PP-_-3C8bm_jJiEgIKBxNP_lbu_u4qchZTSz8X48Z-MjIqeh-3r6K6Lt--vqu70s8aj-5SY7-br7vzMzsX5-O7h6un_kdfFo-br7vmVhpjg1aij5uvu-JWHg4DUv9zm6-6kvun27rHNwJiKge_m6-6j4L-76un9-_rp4O6x-Oe86fbt-_rg7rHw86Ov7vfq6Y2cseAAAAAAPneXdw%3D%3D%24&vid=209291&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,P40,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFHc2JzWAJHPjIlRxwcTR8LKywyQ0xBQFJ9TgYAMyc7Pz0-e2xAKgQABDUjOittcHpHTiAzMzUhOFJUVxE0CFAQFVFLDHkcRCsnUFlUUUNzcgpFVl9SV0csNXQAElVWRy04IF03GAASVVZGLTk7PTYOfxJVVhoGV05TU3xjbDQ5UV5VVh4CDhgeV0VFQldYU1NJREhXTlNAQVhTU0FQVxFWSVJXNSFTUQAAAAAiu_n_%24&vid=209192&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGonI3m6cvP-9Pz_-SZqvDkxMPdrKOur72Soenv3MjU0NLRlIOvxevv69rM1cSCn5Wooc_c3NrO1727uP7b57__-r6k45bzq8TLv7a7vqycnpWpqMi_tru-rZyJibi3vL-uxNHK7YvkuLe8v6_E0NGNivPHt7y_8---pOPvgdvJ3dC4t7y8rr7zoLu-rKyrvrLj77T87b6nuq2wvuGgo_P_vqe6ud3M4bAAAAAAKDXxJQ%3D%3D%24&vid=213476&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGIvK2-79jVyIjQ19qhitDE5OP9jIOOj52ygcnP_Oj08PLxtKOP5cvPy_rs9eSiv7WIge_8_Pru952bmN77x5_f2p6Ew7bTi-Trn5abnoy8ocOCmZCdmIjj-rvP3ZqZiOL7756Sw8_E5ffz8_2Z4ZLDz5jOmYadmOv97KKg05abntDJmYaewdzHipmQnZje2sjB19GCl5yf18nV2sHX0Zj67p_HAAAAAG1PTa0%3D%24&vid=212723&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
PICKUP A-CHASSIS,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwG3g5Kmz-C39si06euS4u_729zCs7yxsKKNvvbww9fLz83Oi5yw2vTw9MXTytudgIq3vtDDw8XRyKKkp-HE-KDg5aG7_InstNvXrMSmr6H-4JHWwLCxp6ijo--Nit2mr6KnsNzMiPyIsaavoqex3M2TnImn2a-ip-33o-by7NXF0cPIpq-h_r-9p76joLSys6Pw8uzg4vWgv6SxtvDy7Oj26uanvqOjnYDs-AAAAADRr8e4%24&vid=209727&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH6zt_1o7GKjZ2MtL_o8KK2lpGP_vH8_e_A87u9jpqGgoCDxtH9l7m9uYieh5bQzcf6852Ojoiche_p6qyJte2tqOz2scSh-ZaZ7eTp7P7OzMf7-uzj6Ov9k9XHoeTp7PuXhJri16uh5Ons-peFgYLWvd7k6eymvOv07LPPwpqIg-3k6eyh4r256Ov_-fjr4uyz-uW-6_Tv-vni7LPy8aGt7PXo64-es-IAAAAAIO6HSw%3D%3D%24&vid=213473&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
WAGON,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF1QVA1PRY0cRUOdi9LRS05GR4AcX5zcmBPfDQyARUJDQ8MSV5yGDYyNgcRCBlfQkh1fBIBAQcTCmBmZSMGOmIiJ2N5PksudhkWYmtmY3FBQ0h0dWNsZ2RyHFpILmtmY3QYCxVtWCUua2ZjdRgKDg1ZMlFrZmMpM2R7YzxATRUHDGJrZmMubTI2Z2RwdndkbWM8dWoxZHtgcmphYXNiZSNke2BlBxNhYwAAAAD95xds%24&vid=213474&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
HARDTOP 3 SEATER,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEnEwJuU19SSmMkK3YiF39rS0xSIywhIDIdLmZgU0dbX11eGwwgSmRgZFVDWksNEBonLkBTU1VBWDI0N3FUaDBwdTErbBl8JEtbRjtHIDNgYnwnS0BWJicxPWxgbUpQSzA5NDElEw8KO1InMDk0MSQTERZaRkcwSDgzMyU2fC80MUJURlJcbm5-N3lgMC80MSB6cnw5NDF3c2IxK2xzZzk0MX9nfXczdmJ8VEYxbwAAAACzX2aP%24&vid=201269&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
VAN,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHV4fDZ0Z-Eta6xgNCNw42Zub6g0d7T0sDv3JSSobWpra-s6f7SuJaSlqexqLn_4ujV3LKhoaezqsDGxYOmmsKCh8PZnuuO1rm3wsvGw9Hh_J7fxM3AxdW-p-aSgMfE1b-qss-lipKAx8TUv6upr6Sc7YDHxIiUxdzBwe7x_qarw8zHxIyQnIqMxdfX0MXKwcHb1trF3MHS1crBwdPCxYPE28DFp7PBwwAAAAD_DGBq%24&vid=210883&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
VAN,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,L28,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHt2cjz55u-ib2t6e7K67WhgYaY6ebr6vjX5KyqmY2RlZeU0cbqgK6qrp-JkIHH2tDt5IqZmZ-Lkvj-_bueovq6v_vhptO27oGP-vP---nZxKbn_PX4_e2Gn96quP_87YeSiveds6q4__zsh5ORl5yk1bj__LCs_eT5-dbJxp6T-_T__LSopLK0_e_v6P3y-fnj7uL95Pnp7_L5-ev6_bv84_j9n4v5-wAAAAAKX7Yc%24&vid=210884&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
HARDTOP 6 SEATER,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,SD33T,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGbr76o0cHqxPHx7NWKq8PX9_Dun5CdnI6hktrc7_vn4-Hip7Cc9tjc2On_5vexrKabkvzv7-n95I6Ii83o1IzMyY2X0KXAmPfn-of7mY_c3sCb9_zqmpv7j9zewJr36_aLhI-PxKGv_Ybpm4uEj4_FobHh5_36i_WDjdKXlouSj4z56f3svdzOiYrC3YuSj4_ByNKLhI-MzM7Zj8re0YWIjcPbwcuPyt7A6PqN0wAAAACA6k2l%24&vid=201275&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
VAN,Australia (RHD),Nissan Patrol 160 / pre-1988 generation,VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,P40,SAFARI,DX,Australia (RHD),160,SAFARI,,11.1979,07.1989,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHQ5PXhiY6tgoaWrd7p5IicvLul1NvW18Xq2ZGXpLCsqKqp7PvXvZOXk6K0rbz65-3Q2bekpKK2r8XDwIajn8eHgsbcm-6L07yyx87DxtTk5Z3SwcjFwNC7ouOXhcLB0Lqvt8qgj5eFwsHRuq6sqqGZ6IXCwY2RwNnExOv0-6OuxsnCwYmVmY-JwNLS1cDPxMTe09_A2cTX08_ExNbHwIbB3sXAorbExgAAAAAKR6lg%24&vid=210900&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
