applicable_years_1988_1997,body_style,catalog_market,detail_status,engine,filter_model,grade_or_frame,market,model_code,name,options,production_from,production_to,source_url,vehicle_url,verification_note
"1988,1989,1990,1991,1992,1993,1994",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TB42S,SAFARI,DX,Australia (RHD),Y60,SAFARI,,08.1987,10.1994,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwG8iJmMz9qlvbrFwtmCuuTw0NfJuLe6u6mGtf37yNzAxMbFgJe70f_7_87YwdCWi4G8tdvIyM7aw6mvrOrP86vr7qqw94Lnv9DDq6KvqriIjYe6vduroq-quYidnayjqKu60Mne9fXlrLrXz7qtpKr175q736qlrq2_1eWK6syt1aWureH-9ePlrN_J28_Cqqb3-6j9rbKprNa-uvX15azq7v-stai5-_nn4_3h7ay1qKiWi-fzAAAAAF0fvAw%3D%24&vid=202144&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1988,1989,1990,1991,1992,1993,1994",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TB42S,SAFARI,DX,Australia (RHD),Y60,SAFARI,,08.1987,10.1994,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHC9ueOgNyklbyXw6GZwJqOrqm3xsnExdf4y4OFtqK-uri7_unFr4GFgbCmv67o9f_Cy6W2trCkvdfR0pSxjdWVkNTOifyZwa691dzR1Mb28_nEw6XV3NHUx_bj49Ld1tXErrugi4ub0sSpscXT2tSLkeTFodTb0NPBq5v0lLLTq9vQ05-Ai52b0qG3pbG81NiJhdaD08zX0qjAxIuLm9KUkIHSy9bGhYeZnYOfk9LL1tbo9ZmNAAAAANOoMVU%3D%24&vid=202147&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1988,1989,1990,1991",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,RB30S,SAFARI,STD,Australia (RHD),Y60,SAFARI,,08.1987,10.1991,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF6Tl8yejAZBXEPCBZ1bCI2FhEPfnF8fW9Aczs9DhoGAgADRlF9Fzk9OQgeBxZQTUd6cx0ODggcBW9paiwJNW0tKGx2MUQheRYFbWRpbH5OTUF7eR1tZGlsf05MVwxrYm9qfREBRT0vaGt7EA58bGAxPTUXfB5tZGlse04tUGcLbBJkaWwlZT05aGseDhoIA249PyElOmx1aGsXeiE9L2hrKyk-a3RsKTMjaiQ8JixrdGwzXlFqNAAAAAA97Xaw%24&vid=201891&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1988,1989,1990,1991,1992,1993",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,RB30S,SAFARI,DX/3.0ST,Australia (RHD),Y60,SAFARI,,08.1987,08.1993,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEvGwoCKXJ9Ll5XamozJXdjQ0RaKyQpKDoVJm5oW09TV1VWEwQoQmxobF1LUkMFGBIvJkhbW11JUDo8P3lcYDh4fTkjZBF0LENQODE8OSsbGBQuLEg4MTw5KhsODjIvNSpOSDk1ZGhiQlFPODE8OSwbDGM_MDs4K0MuSWZmdj8rRChOM1k7GWZ2P3VvOCc8OUkFGBdQPjc6P3FoO35qdEQqKzgxPDl8Ijx0JzwiNj0-dmstLnQnPDlbTz5mAAAAAGgJwzU%3D%24&vid=201890&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1988,1989,1990,1991",HIGH ROOF WAGON,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TD42,SAFARI,DX,Australia (RHD),Y60,SAFARI,,08.1987,10.1991,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEUIDEIbGx2Sl8QTFAFOExYeH9hEB8SEwEuHVVTYHRobG5tKD8TeVdTV2ZwaXg-IykUHXNgYGZyawEHBEJnWwNDRgIYXypPF3hodgQLAABNLjliExIDCgcCESA1NQQLAAMSeG12XV1NBBJ_ZxMFDAJdRzITdwINBgUXfU0iQnUFfQ0GBUlWXUtNBHdhc2dqAg5fUwBVBRoBBH4WEl1dTQRCRlcEHQAQTF1NBEpSSEIFGgJdMD8EWgAAAAAO__6x%24&vid=201353&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1988,1989,1990,1991",HIGH ROOF WAGON,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TD42,SAFARI,DX,Australia (RHD),Y60,SAFARI,,08.1987,10.1991,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHq3s_Rk5yM6JCJmJv45LKmhoGf7uHs7f_Q46utnoqWkpCT1sHth6mtqZiOl4bA3dfq442enpiMlf_5-ryZpf29uPzmodSx6YaWiPr1_v6z0Mec7ez99Pn8797Ly_r1_v3shp-Io6Oz-uyBmez78vyjucztifzz-Pvpg7PcvIv7g_P4-7eoo7Wz-omfjZmU_PChrf6r--T_-oDo7KOjs_q8uKn64_7utaOz-rSstrz75PyjzsH6pAAAAACyE_Or%24&vid=201348&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1988,1989,1990,1991",HIGH ROOF WAGON,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TB42S,SAFARI,DX,Australia (RHD),Y60,SAFARI,,08.1987,10.1991,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGkkIHu7_bB5tfZ6fGqjPzoyM_RoK-io7GereXj0MTY3N7dmI-jyefj59bA2ciOk5mkrcPQ0NbC27G3tPLX67Pz9rKo75r_p8jYxrS7sLD9nonUo6LCtLuwsPyemc61vLG0o8_fm-PxtrWlztCisr7v4-vJosCzureypZDzjrnEssy6t7L7u-PntrXA0MTW3bDj4f_75LKrtrXJpP_j8ba19ffgtaqy_fDxtrX94__zsqjv45zEte0AAAAAaBM4cA%3D%3D%24&vid=201333&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1988,1989,1990,1991,1992,1993",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TB42S,SAFARI,STD,Australia (RHD),Y60,SAFARI,,08.1987,08.1993,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEcKDlQG2VJGWtBXkxGHkRQcHdpGBcaGwkmFV1baHxgZGZlIDcbcV9bX254YXA2KyEcFXtoaG56YwkPDEpvUwtLTgoQVyJHH3BjCwIPChgoLScaHXsLAg8KGSgqMWoNBAkMG3dnI1tJDg0ddmgaCgZXW1NxGngLAg8KHShLNgFtCnQCDwpDA1tfDg14aHxuZQhbWUdDXAoTDg1xHEdbSQ4NTU9YDRIKRlVFDEJaQEoNEgpVODcMUgAAAACtbnDb%24&vid=202171&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1995,1996,1997",WAGON,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,RD28T,SAFARI,STD,Australia (RHD),Y60,SAFARI,,08.1995,02.1999,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEUIDEPeVEST1IeYUczHkxYeH9hEB8SEwEuHVVTYHRobG5tKD8TeVdTV2ZwaXg-IykUHXNgYGZyawEHBEJnWwNDRgIYXypPF3h3AwoHAhAgIykUH3QDCgcCESAiOWIFDAEEE39vK1NBBgUVfmASAg5fU1t5H3ADCgcCFSBDPgl0AnwKBwJLC1NXBgVwYHRmbQBTUU9LVAIbBgV5FE9TQQYFRUdQBRoCS0lBBgVNU09DAhhfUyx0BV0AAAAAb7zZWg%3D%3D%24&vid=213431&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1995,1996,1997",WAGON,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,RD28T,SAFARI,STD,Australia (RHD),Y60,SAFARI,,08.1995,02.1999,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHC9ufIopXAv8Cpx5Ocl5qOrqm3xsnExdf4y4OFtqK-uri7_unFr4GFgbCmv67o9f_Cy6W2trCkvdfR0pSxjdWVkNTOifyZwa6h1dzR1Mb29f_CyaLV3NHUx_b077TT2tfSxam5_YWX0NPDqLbE1NiJhY2vxKbV3NHUw_aV6N-z1Krc0dSd3YWB0NOmtqKwu9aFh5mdgtTN0NOvwpmFl9DTk5GG08zUnZ6X0NObhZmV1M6Jhfqi04sAAAAAXvmNdw%3D%3D%24&vid=213430&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1991,1992,1993,1994,1995,1996,1997",PICKUP A-CHASSIS,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TD42,SAFARI,DX/AD,Australia (RHD),Y60,SAFARI,,10.1991,02.1999,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFDd2ZdCSgPICMcBzsYZxsPLyg2R0hFRFZ5SgIENyM_Ozk6f2hELgAEADEnPi9pdH5DSiQ3NzElPFZQUxUwDFQUEVVPCH0YQC8jWTBSW1UKFGUlNENEU1xXVxt5filfNjJTXFdXHHl3JVJbVlNFKDMdBBZRUkEpRCBVWQgEDS5CJFk9UipZCARTBVJNVlMgNidpaxhdUFUbAlJNVQp_DEFSW1ZTFREDChwaRURbVlMdBRxMBABRUjYkUw0AAAAAuO_fzQ%3D%3D%24&vid=209845&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1991,1992,1993",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TD42,SAFARI,GR,Australia (RHD),Y60,SAFARI,,10.1991,08.1993,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHN-ej3l6ecgarMqojR7ZWBoaa4ycbLytj3xIyKua2xtbe08ebKoI6Kjr-psKHn-vDNxKq5ub-rstje3Zu-gtqan9vBhvOWzqGy2tPe28n5_PDLzNvU39zKpOH6ltPe28ygv63ZioiWyqG_zN3S2dmQ94Gv3NXY3cmmyfWH9t2j1djdl43ZnIiWr7-rubLc1duExcfdxNnapsjJ2YqIlpqYj9rF3srJioiWkoyQnN3E2dnn-paCAAAAANws7wc%3D%24&vid=202355&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1991,1992,1993",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TD42,SAFARI,GR,Australia (RHD),Y60,SAFARI,,10.1991,08.1993,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF3Q1I_Bw0ECncAEzZeQy87GxwCc3xxcGJNfjYwAxcLDw0OS1xwGjQwNAUTChtdQEp3fhADAwURCGJkZyEEOGAgJWF7PEksdBsIYGlkYXNDRkpxdmFuZWZwHltALGlkYXYaCRdjMDIscBsFd2doY2MqTTsVZm9iZ3Mcc089TGcZb2JnLTdjJjIsFQURAwhmb2E-f31nfmNgHHJzYzAyLCAiNWB_ZHBwMDIsKDYqJmd-Y2NdQCw4AAAAAJcoBmE%3D%24&vid=202356&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1991,1992,1993",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TD42,SAFARI,ST,Australia (RHD),Y60,SAFARI,,10.1991,08.1993,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwG3g5KC4f7N8tK26e6zk-_729zCs7yxsKKNvvbww9fLz83Oi5yw2vTw9MXTytudgIq3vtDDw8XRyKKkp-HE-KDg5aG7_InstNvIoKmkobODhoqxtqGupaaw3o-G7Kmkobbaxdej8PLssNvFtqeoo6PqjfvVpq-ip7Pcs4_9jKfZr6Kn7fej5vLs1cXRw8imr6H-v72nvqOg3LKzo_Dy7ODi9aC_pLCx8PLs6Pbq5qe-o6OdgOz4AAAAAPb38FM%3D%24&vid=202362&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1991,1992,1993",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TD42,SAFARI,ST,Australia (RHD),Y60,SAFARI,,10.1991,08.1993,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH9ydjIq4muifqIoLnOqKWxkZaI-fb7-ujH9Ly6iZ2BhYeEwdb6kL66vo-ZgJHXysD99JqJiY-bguju7auOsuqqr-vxtsOm_pGC6uPu6_nJzMD7_Ovk7-z6lMXMpuPu6_yQg53purim-pGP_e3i6emgx7Gf7OXo7fmW-cW3xu2T5ejtp73prLimn4-biYLs5eu09fft9Onqlvj56bq4pqqov-r17vvyurimorygrO306enXyqayAAAAANfUwJ0%3D%24&vid=202363&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
"1991,1992,1993",HARDTOP,Australia (RHD),VERIFICATION_REQUIRED_FULL_EPC_NOT_EXTRACTED,TB42S,SAFARI,GR,Australia (RHD),Y60,SAFARI,,10.1991,08.1993,https://partsouq.com/ar/catalog/genuine/pick?c=Nissan&model=Australia+%28RHD%29&ssd=%24%2AKwGA2dO5gwAAAAC0YWUN%24&f_model=SAFARI,https://partsouq.com/ar/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFXY3JJUBITUiBdUAYNAg8bOzwiU1xRUEJtXhYQIzcrLy0ua3xQOhQQFCUzKjt9YGpXXjAjIyUxKEJERwEkGEAABUFbHGkMVDsoQElEQVNjZmxRVjBASURBUmN1fEdIQ0BROyI1Hh4OR1E8JFFGT0EeBHFQNEFORUZUPg5hASdGPk5FRgoVHggORzQiMCQpQU0cEEMWRllCRz1VUR4eDkcBBRRHXkNSCh4ORwkRCwFGWUEec3xHGQAAAAAdoSjr%24&vid=202154&q=,Extracted from PartSouq filters; verify against official Nissan EPC before publication.
